"u","G","H","Points:0","Points:1","Points:2"
-2.0267,-81.787,0,0.93669,8.7904,-8.8214
-1.7882,-82.708,80.143,-5.2246,-2.0146,-1.9211
-7.04,-317.44,290.35,5.1422,4.3006,-0.20123
-2.6868,-113.12,0,-2.679,-2.5727,-2.215
-2.1881,-106.08,0,1.3922,1.7479,3.8616
-4.421,-151.76,154.84,0.34786,-0.12506,-0.91706
-1.2548,-57.047,0,-6.1179,-2.1298,-3.6726
-5.0509,-208.82,0,5.6281,5.7345,-4.0762
-2.2298,-99.534,0,0.36778,-3.6549,3.6049
-6.6856,-271.03,0,4.2772,5.4183,-2.4333
-6.7848,-267.8,0,2.7126,3.5767,-3.5104
-1.9998,13.444,87.704,-5.1075,-1.3591,1.6938
-6.5696,-260.65,0,4.2617,-0.92796,-2.4557
-2.4955,-102.12,98.209,-4.4298,-0.60811,-2.1259
-2.673,-110.98,110.79,-2.4138,0.042616,1.4602
-3.5134,-175.9,139.13,-0.89181,1.0948,0.81393
-1.5882,-64.297,0,7.719,-9.066,-7.698
-3.3973,-154.04,0,3.7474,2.042,2.5734
-2.698,-107.96,0,3.288,1.4685,-9.3809
-6.3303,-267.3,0,5.7762,4.7706,-3.5889
-3.2849,-126.17,0,-0.65731,-0.66075,-3.4732
-2.3724,-104.23,0,-2.5187,-1.3696,2.8298
-4.2946,-171.18,0,6.3718,-2.416,-0.0003149
-6.1467,-256.18,0,7.9515,2.5096,-3.3318
-1.2322,-53.082,0,-8.3524,-0.046089,-1.872
-6.3871,-255.53,0,2.6346,4.2834,-2.6771
-7.1769,-279.34,0,5.2977,0.20823,-3.3849
-1.3797,-56.067,0,8.9466,-8.8482,7.2133
-6.9936,-281.22,271.7,3.7227,-0.44087,-1.9
-1.9263,-86.315,0,-3.8448,-3.3078,-1.1468
-1.4578,-63.955,0,-6.9233,-0.57359,3.6614
-1.8172,-72.972,0,-4.2128,6.4161,-7.7558
-5.8589,-244.35,239.08,3.6348,2.7919,0.34608
-2.5571,-112.09,0,0.2163,3.6446,3.155
-1.1569,-56.006,0,-7.0738,-1.5431,-3.1954
-6.1559,-255.64,241.4,4.4653,0.81901,0.77383
-3.1161,-117,0,-2.7209,1.2318,-0.82545
-5.8069,-226.29,221.96,2.5219,-0.60604,-1.2431
-1.7391,-75.207,0,-5.2575,0.37955,3.5005
-2.08,-86.224,0,-7.0287,-1.5265,1.6435
-2.5129,-113.9,128.69,2.054,1.3044,2.4761
-4.8728,-186.04,0,4.3917,-1.7643,1.6741
-1.7456,-85.335,73.044,-6.8252,-0.14203,-2.4287
-1.1938,-48.675,0,-8.6732,-5.891,-8.9219
-2.5265,-67.877,101.92,-3.7964,-0.077928,-0.39592
-1.3547,-54.983,0,-7.7332,7.2081,-9.1677
-6.3908,-265.61,0,5.1244,4.4421,0.29495
-7.1747,-317.07,295.71,6.279,3.1381,-3.4347
-2.6047,-113.44,0,2.6858,-3.5773,0.68395
-2.4738,-98.773,0,-1.8552,7.3293,-1.2695
-7.6114,-286.12,281.33,3.0275,2.3151,-1.628
-1.3043,-53.76,0,-8.9247,-3.4444,-5.3784
-1.3503,-35.065,57.29,-7.7308,-0.67919,-1.0415
-2.1139,-93.64,0,2.1449,-4.6374,1.9037
-2.0217,-86.429,0,-6.6116,-2.4215,1.2545
-1.4935,-61.571,0,1.0628,-4.542,9.0908
-2.4761,-89.94,110.59,2.6828,-3.1543,1.2361
-7.2164,-317.27,292.68,6.1831,3.1381,-0.57841
-1.8631,-75.282,0,-1.0839,8.7104,-8.8332
-5.9904,-242.03,0,3.8151,-0.39981,-4.1783
-7.4607,-305.55,294.98,6.098,2.1731,-0.9973
-1.9767,-75.613,84.041,-5.2043,0.54425,2.0727
-7.3366,-307.99,285.52,5.7549,0.66281,-0.23787
-5.304,-216.77,0,4.287,6.0713,-1.0361
-2.7761,-125.41,0,-0.62996,1.8885,2.2481
-5.969,-246.82,0,8.1251,1.7072,-3.0488
-2.4105,-94.601,89.949,-5.4838,0.21669,-1.8715
-1.9526,-68.904,77.488,-7.1338,-0.57219,-0.85684
-1.2731,-55.987,0,-7.953,-2.2244,-1.0101
-8.1852,-347.93,311.53,3.7245,1.6931,-3.6127
-7.3063,-292.36,283.81,4.908,-0.11046,-1.9347
-2.8389,-135.22,121.96,0.18463,-3.4034,1.7119
-3.0147,-140.81,145.67,1.7098,2.7012,1.7458
-1.4925,-63.413,0,-7.4973,0.14664,-2.5709
-2.2185,-88.795,0,-6.809,-2.2642,-0.35081
-3.7994,-139.53,0,-0.51821,0.47145,-2.9394
-1.248,-76.069,0,0.80551,-0.73016,4.2013
-4.1314,-174.36,0,4.453,1.9132,2.2021
-2.8201,-114.09,0,-2.8759,0.96574,2.0122
-2.6619,-115.36,0,0.24931,-3.6736,1.404
-1.0679,-51.479,0,-7.5905,-1.798,-2.8079
-2.35,-82.697,95.133,-4.3111,0.45249,-0.32648
-6.3063,-256.76,0,2.9467,4.5282,-3.5071
-7.3926,-339.74,298.85,6.9747,2.6001,-1.4746
-2.64,-112.16,0,-1.078,-3.533,2.5946
-2.0292,-88.445,0,-5.8811,-2.7562,0.51373
-4.4684,-181.55,0,3.4055,6.6441,-1.662
-7.9891,-357.61,305.9,3.5313,3.1441,-2.5016
-2.6837,-102.24,102.2,-4.3385,-0.066992,-1.7557
-3.0508,-120.74,0,-3.4133,-1.3261,-3.4748
-2.1648,-82.933,103.47,2.6926,-2.9002,2.4637
-6.4178,-266.22,0,5.0428,5.3754,-3.2352
-3.0114,-121.43,0,8.783,4.6401,3.1655
-6.0326,-235.66,0,4.5926,-1.7419,-0.015091
-2.3355,-106.5,0,2.0434,2.1902,4.5148
-3.0804,-116.15,0,-2.6255,0.99988,-0.72149
-1.6331,-68.674,0,-6.8091,0.14575,-3.1152
-1.3819,-56.178,0,-8.9399,7.2857,-5.4075
-5.7843,-240.44,220.97,3.0997,-0.77249,-0.42017
-7.0616,-327.79,292.07,6.5611,3.2721,-2.9793
-7.2047,-301.3,280.58,5.5707,0.7015,0.11811
-1.529,-63.122,0,-1.9386,0.85711,9.1652
-5.8421,-243.57,0,7.816,2.4529,-3.7904
-1.8442,-74.238,0,0.23252,-5.2034,-9.0971
-4.5506,-183.88,161.05,-0.32673,1.1374,-0.097996
-6.2357,-248.5,0,2.7311,-0.66405,-2.5591
-6.4774,-262.3,0,7.5488,2.5098,-0.81404
-1.6159,-72.627,0,-4.9908,-2.3406,-2.7619
-6.8054,-278.99,0,6.1085,3.2018,-4.0727
-2.4308,-99.332,98.184,-4.6179,0.44966,0.7235
-1.7761,-71.943,0,6.3268,-8.9952,-4.6966
-1.8988,-83.507,0,-3.504,-4.0794,1.4924
-5.5996,-235.63,0,6.9711,5.55,-0.28857
-3.2803,-129.25,0,2.7835,6.9717,-5.9515
-6.2812,-231.86,0,1.6592,0.23756,-1.9306
-3.0264,-126.08,0,3.3926,-3.2793,1.1999
-6.9552,-275.66,0,7.011,0.75923,-1.5224
-3.0353,-118,0,-2.1791,1.1263,0.63751
-2.2872,-92.956,0,9.288,5.1473,5.258
-4.0172,-139.05,0,-0.78727,0.94105,-1.552
-1.5638,-82.423,0,1.437,-2.2024,3.998
-6.6136,-270.55,0,7.8736,2.9656,-1.6796
-1.6002,-65.147,0,5.6638,-3.8455,9.2081
-2.0662,-98.459,0,-1.6055,-2.7059,-1.2529
-2.1231,-89.322,102.27,-1.2633,-1.8764,-0.41235
-1.419,-57.691,0,-7.1443,-1.4853,-9.2026
-2.9144,-118.55,0,-0.20265,-1.5505,-2.7706
-5.0936,-206.76,0,8.8475,3.1194,-1.5932
-2.1942,-94.092,107.16,1.3691,-2.8898,1.194
-6.5717,-262.19,0,4.1397,0.59195,-4.4702
-1.2356,-50.524,0,-6.6156,-9.2594,3.3964
-2.2379,-95.952,0,-3.4096,-0.30753,3.7209
-1.9129,-81.5,0,-4.4917,-2.9703,-3.025
-6.3252,-252.09,0,6.1252,0.29024,0.482
-5.923,-234.27,222.21,2.2561,-0.26075,-1.179
-1.9357,-94.611,0,-1.3044,-3.1366,0.21069
-7.2245,-320.96,295.4,4.697,4.4683,-1.0843
-4.4379,-160.52,166.75,1.2495,-0.69491,-0.8499
-7.5457,-299.2,292.62,5.8619,1.2138,-1.1567
-2.3725,-99.157,0,4.0875,-4.5353,2.9659
-1.7005,-67.955,0,-6.8839,2.6825,-6.0259
-3.0612,-119.14,120.15,-1.9112,0.82911,0.76958
-1.9488,-86.62,0,1.6173,-4.2497,4.1881
-5.7365,-240.59,0,7.3645,5.0789,-0.3216
-1.3712,-57.073,0,-8.8855,0.34434,-2.571
-5.9508,-247.06,0,3.8205,5.1191,-3.9716
-2.0336,-90.721,82.951,-7.0803,-1.3234,-0.46476
-1.6186,-66.819,0,0.12322,1.5284,9.2798
-2.5467,-100.77,0,-4.4104,1.2798,1.1384
-6.2866,-255.91,0,3.6915,5.3835,-2.7135
-1.7189,-69.435,0,8.9358,-7.8211,3.426
-6.2422,-250.37,234.24,2.5824,2.5739,-0.22405
-2.9112,-122.99,0,2.7969,-3.7067,0.14145
-6.3156,-263.29,0,6.4036,3.7048,-3.9396
-2.5776,-93.939,96.644,-4.6426,-0.065912,-2.0673
-2.873,-93.693,114.67,-2.1954,-0.18119,-0.29421
-1.6467,-66.246,0,-5.826,1.644,-8.8024
-1.7435,-70.611,0,8.8409,-8.8362,-0.12589
-2.2706,-97.777,0,2.0016,-4.94,0.88209
-1.7677,-79.268,0,-5.3438,-2.8442,1.6529
-2.0803,-83.686,0,-2.193,9.3166,-1.2325
-2.4868,-118.64,105.96,-3.8388,-1.8749,-1.9026
-1.4723,-74.43,86.065,-0.99298,-0.93246,2.9454
-2.5374,-109.4,0,0.33952,-4.024,2.565
-5.6365,-224.96,0,5.3073,-1.5377,0.48739
-6.4151,-266.61,0,7.5747,4.3226,-1.9001
-6.0525,-252.09,0,7.7933,3.5752,-2.9238
-4.5156,-181.49,179.66,2.4395,-0.51071,0.70412
-2.3227,-106.73,113.44,2.4339,-2.3451,2.7051
-2.6307,-101.75,0,-3.7764,2.6416,-3.1401
-2.0168,-85.222,87.764,-4.6558,-1.1891,2.8258
-6.8991,-258.86,0,1.983,0.40874,-2.363
-2.0956,-101.16,104.73,1.2258,-3.0208,1.0761
-1.8612,-81.041,0,-5.8914,-2.8038,-1.1227
-2.163,-86.636,0,-1.854,9.1625,-2.8477
-7.8857,-329.92,307.29,5.4165,2.6749,-3.2554
-2.1746,-86.839,0,-1.5072,2.5139,-9.2061
-3.3682,-135.54,0,-1.3503,1.8322,1.1268
-1.569,-63.896,0,-1.4309,-8.8554,-5.458
-3.6866,-107.85,133.27,-0.53965,-0.18004,-1.0748
-1.3283,-55.596,0,-8.7033,-1.084,-4.3797
-6.5955,-294.21,270.2,4.7102,2.8902,0.13623
-1.8155,-86.851,0,0.067315,-2.6147,4.1603
-1.6023,-73.511,0,-6.4227,-2.0989,2.0642
-6.8693,-273.96,0,7.0675,1.3743,-0.93935
-7.2058,-280.45,0,6.2783,0.99162,-0.57299
-1.3297,-55.905,0,-8.6578,-0.34806,-3.5779
-2.4044,-95.453,0,-7.0182,0.3568,1.04
-5.7832,-240.66,0,5.4177,5.9477,-0.5843
-3.5436,-155.21,130.7,-2.3242,0.23645,-2.1454
-2.3206,-120.53,96.884,-6.1057,-2.067,0.28567
-2.3976,-111.71,112.5,0.95927,-2.6223,1.0969
-4.6159,-204.85,177.57,3.6486,-1.9885,1.5275
-2.0481,-90.993,0,-4.2542,-2.4476,-2.034
-2.4966,-113.62,0,3.1628,-2.7707,2.9539
-3.8205,-182.91,159.17,3.2216,-1.4255,2.6072
-2.0163,-83.953,103.04,-0.37381,-0.80426,2.2356
-2.9389,-148.25,132.48,-0.62597,1.3299,1.7796
-3.2527,-146.13,153.23,2.1865,2.6891,1.7027
-4.7444,-187.47,0,1.9684,3.8561,0.10027
-2.1492,-86.874,0,-0.46773,6.9473,-8.477
-1.4361,-58.504,0,-6.3755,-3.2045,-8.9892
-2.4993,-108.01,0,-1.7232,-2.1443,2.2544
-7.8038,-295.76,0,2.9055,2.8173,-3.2066
-6.0654,-251.51,0,8.1634,2.2595,-3.0045
-5.1087,-194.57,196.31,2.2108,-0.91955,-1.1028
-2.0849,-96.081,0,-0.38195,-3.6068,-0.46388
-1.5743,-84.38,88.638,-0.53741,-1.4128,3.1443
-4.1996,-156.04,0,-0.6364,2.2569,-0.11985
-2.3679,-115.22,0,2.4959,0.71282,3.6075
-6.21,-248.7,0,6.4674,-0.59052,-0.69712
-7.8082,-297.02,0,4.871,1.3586,-3.9946
-7.0461,-285.51,275.72,5.2167,1.322,-0.1368
-7.0432,-462.03,288.99,6.182,3.7941,-0.68676
-1.9356,-69.885,96.176,1.9835,-3.292,1.3362
-7.1265,-377.29,292.21,7.4088,2.2918,-2.2934
-2.3703,-92.373,0,-7.5848,-0.39206,0.1176
-6.2863,-252.81,0,3.6433,0.20348,-4.4263
-1.9137,-88.797,0,-2.3191,-0.72859,3.8943
-3.0291,-120.53,131.15,0.8744,-1.5293,-0.57112
-1.9865,-93.045,0,2.7349,-3.857,2.4052
-1.8768,-90.625,0,-3.039,-2.6386,0.31515
-8.3202,-350.76,316.3,4.7472,2.6983,-3.576
-4.5202,-174.65,0,4.2071,-1.6911,2.1763
-6.0854,-257.05,0,6.6536,4.1757,-3.5058
-3.6656,-137.75,0,-0.72303,0.51695,-3.554
-1.3531,-81.958,0,-0.85034,-0.032473,3.5249
-1.5658,-63.551,0,6.9381,-8.9582,4.7742
-3.6238,-158.75,165.18,2.7836,2.4078,1.6297
-2.4305,-96.696,0,-4.7792,0.99928,0.81628
-6.3292,-256.33,0,3.1067,4.1078,-4.1068
-2.2512,-103.15,0,0.74052,-3.7004,0.66118
-5.9653,-242,0,2.9982,-0.75072,-3.3624
-4.4464,-158.11,0,0.44161,-0.039719,-2.1154
-1.6805,-68.106,0,3.4848,-9.289,-6.0942
-2.3603,-95.651,95.511,-4.896,0.53919,0.52137
-1.9425,-78.204,0,-2.5924,-1.3459,-8.8796
-5.8989,-230.64,0,2.4894,-0.71324,-2.0959
-2.9221,-113.38,0,-3.738,-0.63116,-3.61
-6.0032,-239.83,0,6.1964,-1.1178,-1.0469
-5.4028,-214.76,0,2.9503,2.8639,-5.0868
-2.646,-106.81,0,-3.8992,-1.5293,-3.2834
-3.1544,-153,127.09,-2.556,-1.6791,-2.5792
-5.6907,-225.61,0,2.9321,0.48708,-4.7177
-2.032,-83.282,0,-7.3128,-2.1085,-0.10646
-2.1849,-83.983,0,-6.2772,0.68179,-2.4494
-1.982,-82.406,0,-7.0699,-0.12645,1.7627
-6.7479,-255.79,0,2.5133,3.3884,-1.6104
-2.2963,-114.18,0,2.3245,0.0068491,3.454
-2.3469,-119.51,104.81,-3.0986,-1.8247,-1.1042
-6.0849,-242.24,0,5.7149,0.42183,0.93484
-6.5422,-267.68,0,7.6643,3.823,-1.0217
-1.4142,-57.455,0,-2.6097,-9.3055,-7.1377
-2.3154,-100.33,0,3.8845,-2.0876,4.9774
-6.8415,-275.24,0,7.0571,2.2286,-0.67559
-2.0778,-94.745,98.93,-2.8049,-1.8572,-0.56234
-2.9315,-139,0,3.2505,1.139,2.8977
-6.8991,-324.3,272.07,4.6995,-0.92613,-1.2324
-3.9183,-146.91,0,0.19982,-0.30404,-3.0368
-3.93,-154.74,0,0.53053,4.0688,0.07816
-3.9561,-169.07,0,4.2869,1.176,2.3473
-2.5441,-110.48,0,-0.91021,-3.6246,1.5333
-1.3041,-58.383,0,-6.7423,-0.45829,-3.6276
-4.6912,-194.93,0,4.7217,3.2675,1.6592
-2.044,-97.215,0,1.3312,-3.785,1.8455
-2.0826,-92.13,84.167,-6.6467,-1.9242,-0.87504
-2.2937,-92.32,0,1.5301,9.3258,2.451
-4.6683,-163.77,0,0.29216,0.44294,-2.0823
-1.4579,-59.404,0,-3.3638,-9.0244,-4.9982
-7.5166,-333.62,300.23,6.9894,1.3342,-1.8021
-1.1527,-54.954,0,-6.7538,-0.77835,-3.5857
-2.0065,-87.919,0,-1.0497,-4.0314,3.9601
-2.4607,-89.688,109.21,-1.4122,-1.2014,0.92434
-2.9174,-110.98,0,-2.855,1.0811,-0.41828
-6.54,-241.47,0,1.6375,2.3796,-1.7079
-5.3515,-215.66,0,5.1488,3.7879,-5.3564
-3.4926,-156.77,146.11,3.4219,-2.3211,2.2492
-1.7255,-76.711,0,-6.7007,-1.8336,1.9559
-1.4091,-60.412,0,-6.2199,-0.27932,-3.9505
-2.6274,-115.57,110.72,-2.5542,0.046659,2.1314
-1.9021,-76.326,0,-8.0857,-0.28088,0.062756
-1.7901,-82.116,0,-4.7096,-2.231,-2.1012
-2.2979,-110.73,97.575,-4.3886,-0.69622,2.7234
-2.818,-112.46,0,2.2095,0.50958,-8.5934
-5.5501,-222.39,0,5.7936,1.1241,1.1688
-7.7712,-297.08,0,5.4663,1.1122,-3.7079
-1.8465,-75.99,81.778,-4.7914,-1.7171,-2.2339
-1.6247,-67.241,0,-5.1876,-0.39361,-3.9046
-7.2952,-329.39,296.98,5.2163,5.0234,-1.8847
-1.3364,-89.917,0,0.57548,0.37233,3.4437
-8.0241,-360.89,310.67,3.7875,3.0406,-3.6023
-1.5049,-60.266,69.153,-6.416,-1.2611,2.4587
-1.8409,-79.418,0,-1.9973,-4.9452,3.6115
-2.5416,-107.17,0,0.57964,-4.0146,-2.0339
-2.4133,-95.279,0,-1.7345,4.746,-7.2277
-7.2835,-316.57,294.38,6.5131,3.0941,-0.90577
-7.3123,-286.29,0,6.1352,0.5949,-3.1743
-2.5038,-107.75,0,3.0811,-3.807,1.316
-2.1668,-88.089,0,-5.627,1.1579,1.2185
-6.061,-237.54,224.24,3.9723,-0.99722,1.0274
-2.2333,-104.83,117.99,1.6189,1.3493,2.7072
-3.3338,-137.05,0,3.0618,-3.1,0.48653
-3.358,-152.89,148.64,2.5259,-0.2144,2.319
-2.0712,-88.721,100.39,-2.0465,-1.7148,-0.25087
-4.5887,-199.74,179.75,3.4904,-1.0705,2.265
-5.5655,-220.31,0,2.9765,3.5413,0.13981
-2.2043,-88.705,0,1.0496,7.0422,-9.1325
-1.4381,-67.152,0,-6.2695,-2.0663,2.6121
-2.4055,-89.129,0,-5.1691,0.43063,-2.2947
-3.0603,-116.8,0,-2.3577,1.2798,0.17034
-1.362,-55.243,0,-8.596,1.1925,-8.8963
-1.4257,-58.806,0,-3.4999,-1.6626,9.0269
-1.4621,-61.502,0,-7.3965,-4.5837,-1.8934
-2.5534,-126.85,0,2.7017,1.4147,3.0483
-2.3888,-95.317,97.972,-4.649,0.01386,1.0572
-2.3791,-93.785,95.757,-4.9387,0.55507,0.93025
-4.5026,-180.82,0,8.7819,2.0867,-4.3369
-5.6537,-236.97,0,6.6113,4.5095,0.61646
-2.7929,-105.71,105.36,-4.0813,0.42161,-1.4093
-2.3963,-103.9,0,-1.2613,-3.3166,3.1874
-1.7174,-69.059,0,-4.8246,0.48792,-9.1485
-6.5503,-258.26,0,5.5064,1.0727,0.60613
-1.9027,-101.47,0,1.108,1.2357,3.5537
-2.6786,-116.15,106.24,-4.0785,-0.99784,-2.8969
-2.6627,-117.23,0,3.3541,-2.8851,2.6441
-2.2437,-103.72,0,-0.013559,-2.7093,-1.1997
-2.4099,-124.59,108.35,-0.012586,-2.9546,3.3085
-1.7882,-88.448,0,-1.7796,-1.2367,3.161
-3.0125,-138.94,0,0.82388,2.7448,1.7922
-3.6757,-139.81,0,-0.5471,1.1158,-4.3642
-3.5174,-116.97,126.21,-0.85775,0.25591,-2.275
-5.1592,-189.33,0,0.55526,1.5382,-2.3786
-1.6717,-71.146,75.851,-4.9146,-1.8523,-2.3934
-1.3178,-53.929,0,-5.5512,-9.1944,2.2751
-4.5027,-187.33,190.85,3.8987,1.9657,1.5037
-1.9928,-82.525,0,3.8586,-6.8183,2.5411
-5.3185,-213.09,0,4.3561,-0.15873,-4.8879
-4.0053,-174.65,148.31,-0.74249,1.0887,0.19934
-2.1864,-100.04,0,0.0085957,-3.353,-0.83289
-1.3343,-57.11,0,-8.2132,-1.8424,-0.70009
-3.5442,-157.75,0,3.6055,2.6056,2.3803
-5.4032,-216.29,0,7.3823,1.0625,0.19688
-5.7994,-239.2,0,8.0839,1.9942,-3.4884
-2.1712,-104.02,0,1.0094,-3.4516,0.91901
-3.4751,-126.65,0,-1.8357,1.2522,-0.72664
-3.3488,-125.75,0,-2.0805,2.2397,-1.1407
-7.0672,-285.64,0,7.2872,2.4155,-1.0111
-2.6904,-98.134,0,-4.6309,0.32923,-2.213
-2.272,-93.675,0,-6.8815,-2.267,0.79382
-2.6596,-142.84,116.93,0.43121,-3.3635,2.4057
-7.0899,-322.85,290.86,6.4975,3.5671,-0.28374
-2.7257,-101.04,106.34,-3.0877,0.74394,-0.056027
-1.4542,-68.055,0,-5.8199,-2.224,2.8466
-2.3271,-98.335,88.395,-6.7841,-0.11413,-0.94632
-2.2922,-114.88,0,0.35967,1.7258,2.8264
-1.5364,-64.176,0,-7.6235,0.50369,-3.1398
-4.9401,-204.88,0,4.2336,4.3661,1.0112
-3.5284,-136.45,0,-1.1642,3.116,-0.34271
-5.8589,-241.65,0,8.292,2.7335,-2.8428
-2.0315,-83.924,0,-6.4621,-2.6017,-0.64104
-2.5517,-128.05,133.71,2.4529,1.3945,2.4263
-8.2924,-333.82,311.77,3.397,2.6757,-2.8446
-6.5047,-263.2,0,3.4282,5.0549,-2.2673
-1.7513,-71.857,0,1.7152,-8.7852,0.59804
-1.3066,-53.23,0,-7.428,-4.4591,-9.1942
-1.3057,-56.076,0,-7.9423,0.059234,-2.2775
-1.7058,-95.168,0,1.1385,0.62891,3.8486
-4.9221,-196.34,0,7.3067,-0.86606,-0.28121
-7.362,-287.26,0,6.223,0.38738,-1.9758
-7.3279,-299.7,293.49,6.3556,2.6382,-0.87493
-3.3834,-137.67,0,-1.0045,2.3122,1.2009
-2.5466,-107.68,0,-3.7654,-2.2988,-2.2742
-1.2876,-52.905,0,-9.0796,-4.6971,-4.2889
-1.9444,-65.202,95.152,2.3781,-3.3898,1.6525
-2.6654,-105.99,0,8.9707,-4.1427,-3.8939
-3.2478,-147.33,138.29,-0.88166,1.5689,1.5006
-1.4799,-65.623,0,-5.2409,-2.337,-3.3947
-2.2977,-79.962,89.119,-4.7011,-0.49163,-2.653
-3.1413,-116.55,0,-3.9045,0.78962,-2.5909
-6.1382,-246.11,0,5.9789,1.5865,-4.6399
-1.3864,-81.877,0,-0.83317,-1.2699,3.5427
-2.2947,-93.867,0,-4.6684,0.7585,0.25388
-2.1574,-96.609,100.68,-2.3225,-1.762,0.96525
-2.2912,-95.52,0,-2.2692,-3.5008,-3.4316
-4.544,-182.26,0,4.4835,-0.056736,2.2178
-1.6112,-68.531,75.176,-5.9536,-1.8992,1.9532
-2.1054,-95.959,0,1.3479,-4.335,1.9756
-2.3916,-108.21,0,0.95692,-3.6119,2.7569
-1.3169,-53.842,0,-0.21831,-9.0341,7.7555
-3.061,-141.28,0,2.0014,3.2921,2.1369
-2.0416,-92.411,100.32,-1.6015,-1.853,0.43455
-1.8435,-92.494,95.168,1.1355,-2.4992,3.1138
-6.0689,-251.58,0,4.1446,5.5722,-3.0604
-1.349,-78.809,90.617,-0.19286,-0.41751,2.6939
-1.804,-73.53,0,6.9162,1.0409,8.9706
-2.9026,-138.78,0,2.4328,2.7319,2.4868
-7.2118,-287.26,0,6.9015,1.8744,-0.85988
-1.2653,-51.843,0,-2.3833,-7.3496,9.1579
-5.8116,-217.36,0,4.2693,-0.74717,1.4912
-6.3752,-267.94,0,7.445,3.9894,-2.4813
-2.5163,-105.3,0,-3.6603,-2.3176,-2.8766
-1.8741,-163.49,76.359,-6.4456,-0.35451,-2.1236
-4.2482,-167.64,0,2.4175,0.38866,-5.8549
-7.6285,-290.23,0,2.8942,2.2315,-3.5785
-1.7668,-88.667,0,0.37412,0.59073,4.6444
-3.7768,-147.42,0,0.29909,4.8942,-3.7555
-3.0843,-124.42,0,0.33945,-2.3177,-3.5751
-6.5579,-260.81,0,4.6109,0.3248,-4.2748
-1.5675,-69.181,0,-5.6008,-0.34039,3.9441
-3.8535,-156.05,0,4.0173,-1.991,2.5381
-5.938,-239.3,0,3.0499,-0.070596,-4.2768
-2.392,-93.229,0,-7.2163,0.33457,-0.1662
-4.2423,-137.08,142.4,-0.33439,0.26172,-1.0142
-2.4956,-107.15,0,-0.12695,-4.0003,2.907
-2.7639,-110.34,0,3.9126,5.212,-8.8072
-4.4903,-168.98,0,0.3882,0.80316,-3.4026
-2.9818,-126.48,0,3.7407,-2.8326,2.6079
-1.5657,-63.411,0,3.8547,-8.9348,-8.9227
-7.1854,-297.44,283.13,5.5484,1.8368,-0.39263
-1.8431,-81.078,0,-4.5993,-2.5861,2.9733
-4.8016,-169.74,0,-0.22931,1.8598,-0.59558
-2.3331,-92.293,0,-7.5178,0.071482,0.30831
-5.9421,-237.15,0,2.9748,-0.96747,-2.4195
-2.3281,-106.1,106.95,-1.2187,-2.0894,1.1909
-1.9068,-95.786,0,-1.4729,-2.6357,0.4924
-6.4523,-248.81,0,2.4331,2.1578,-3.9795
-3.7442,-179.86,159.33,2.789,-0.53059,2.302
-6.4553,-254.88,0,5.9074,0.77178,0.54987
-2.0764,-90.24,91.804,-4.3743,-1.8568,-1.8899
-5.8234,-197.27,0,0.73332,0.78265,-1.118
-1.6916,-75.008,0,-5.4493,-2.5219,-2.4057
-5.5089,-222.63,0,4.7166,1.7546,1.1309
-2.4302,-110.56,110.39,0.28966,-3.0866,0.92539
-6.0034,-246.81,0,8.2222,1.6386,-2.4531
-5.5243,-211.2,0,1.4409,0.51976,-3.3602
-1.6973,-68.125,0,-7.2155,1.4449,-4.1214
-1.8731,-75.233,0,-3.1661,5.22,-9.1351
-2.3233,-105.18,0,0.81279,-3.4919,-0.36321
-2.0645,-82.612,0,-2.3275,4.0136,-8.9203
-1.4766,-79.611,0,1.3245,-1.4132,4.3036
-2.6077,-119.04,0,3.0257,-2.3899,3.1728
-5.8626,-235.7,0,2.5327,-0.5504,-3.3347
-6.8813,-281.27,0,7.5434,3.6751,-1.9852
-7.0479,-312.1,292.35,6.877,3.7463,-2.1233
-1.1803,-48.222,0,-3.9024,-8.6441,8.8624
-1.6793,-75.983,0,-5.3213,-2.7124,2.1874
-1.7635,-88.727,103.62,1.0436,0.63553,2.9795
-1.8328,-80.319,0,-4.0271,-2.4593,3.9594
-1.7164,-87.244,103.41,0.82453,0.14536,2.7551
-1.5158,-65.552,0,-6.4894,-2.9662,3.5169
-2.2761,-87.924,0,-5.4133,1.6367,-2.4162
-3.6724,-133.09,0,-2.4274,0.98466,-2.2752
-5.5321,-220.61,0,4.8594,-0.76731,-4.061
-1.2055,-49.254,0,-8.8734,-6.4423,-7.1869
-6.8817,-297.99,267.31,4.069,-0.9179,-1.1824
-3.6181,-163.55,0,3.2194,2.7137,1.9174
-7.4283,-298.5,290.66,5.8138,1.8286,-0.70079
-2.9453,-150.41,136.12,0.030128,1.4845,1.9131
-2.0415,-100.27,0,-0.35315,-2.2536,-1.2364
-7.7817,-311.37,300.61,5.8177,0.81687,-2.1808
-6.858,-278.36,0,6.3095,2.7933,-0.086434
-1.7061,-69.299,0,6.7011,-8.7509,2.8921
-1.7852,-81.294,0,-4.6913,-2.0438,-2.2803
-2.4393,-104.94,0,-3.64,-2.4853,-1.9788
-1.5553,-67.481,0,-6.7918,0.28723,2.9157
-5.2985,-213.51,0,4.3495,3.8518,-5.4112
-6.1481,-252.97,0,7.7422,1.392,-3.4119
-3.3793,-147.38,127.19,-3.5871,-0.14198,-2.8896
-6.6245,-267.2,0,6.9968,0.94288,-3.5451
