"u","G","H","Points:0","Points:1","Points:2"
-3.818,-134.76,134.76,-0.149,0.015,-2.462
-2.3689,-104.8,104.8,-0.437,-1.693,-2.188
-2.5582,-108.78,108.78,-0.437,-1.538,-2.493
-2.787,-112.85,112.85,-0.437,-1.297,-2.734
-3.0017,-117,117,-0.437,-0.992,-2.889
-3.1903,-121.14,121.14,-0.437,-0.655,-2.943
-3.3815,-125.03,125.03,-0.437,-0.318,-2.889
-3.555,-128.47,128.47,-0.437,-0.013,-2.734
-3.6894,-131.07,131.07,-0.437,0.228,-2.493
-3.8166,-132.57,132.57,-0.437,0.383,-2.188
-2.6467,-108.9,108.9,-0.764,-1.433,-2.749
-2.7936,-112.57,112.57,-0.764,-1.148,-2.931
-2.985,-116.16,116.16,-0.764,-0.824,-3.027
-3.1508,-119.51,119.51,-0.764,-0.486,-3.027
-3.302,-122.47,122.47,-0.764,-0.162,-2.931
-3.4256,-124.9,124.9,-0.764,0.123,-2.749
-3.5296,-126.47,126.47,-0.764,0.344,-2.493
-3.226,-144.63,144.63,0.004,1.991,1.832
-3.0029,-138.41,138.41,0.004,1.768,2.067
-5.4044,-182.08,182.08,0.004,1.5,-0.401
-5.266,-181.3,181.3,0.004,1.768,-0.219
-5.0625,-178.36,178.36,0.004,1.991,0.016
-4.0038,-158.56,158.56,-0.33,2.259,0.924
-3.7288,-153.33,153.33,-0.33,2.223,1.249
-3.4895,-147.89,147.89,-0.33,2.115,1.559
-3.2277,-142.32,142.32,-0.33,1.94,1.836
-2.981,-136.49,136.49,-0.33,1.709,2.067
-2.6969,-130.28,130.28,-0.33,1.432,2.242
-4.9061,-172.46,172.46,-0.33,1.709,-0.219
-4.7697,-170.85,170.85,-0.33,1.94,0.012
-4.5572,-167.64,167.64,-0.33,2.115,0.289
-4.2694,-163.4,163.4,-0.33,2.223,0.599
-3.8767,-154.21,154.21,-0.647,2.148,0.924
-3.6252,-149.59,149.59,-0.647,2.109,1.247
-3.4083,-144.58,144.58,-0.647,1.994,1.552
-3.1748,-139.24,139.24,-0.647,1.809,1.82
-2.9022,-133.45,133.45,-0.647,1.565,2.036
-4.494,-163.62,163.62,-0.647,1.809,0.028
-4.3258,-161.56,161.56,-0.647,1.994,0.296
-4.0962,-158.3,158.3,-0.647,2.109,0.601
-3.7728,-149.84,149.84,-0.931,1.97,0.924
-3.5326,-145.45,145.45,-0.931,1.922,1.254
-3.3026,-140.39,140.39,-0.931,1.784,1.558
-3.0338,-134.66,134.66,-0.931,1.565,1.81
-4.136,-155.8,155.8,-0.931,1.784,0.29
-3.9745,-153.42,153.42,-0.931,1.922,0.594
-3.6791,-145.42,145.42,-1.169,1.732,0.924
-3.4309,-141.21,141.21,-1.169,1.676,1.244
-3.8497,-148.38,148.38,-1.169,1.676,0.604
-1.436,-83.351,83.351,-1.154,0.33,2.991
-1.2686,-79.072,79.072,-1.154,0.045,3.173
-1.1579,-76.501,76.501,-1.154,-0.279,3.269
-1.7192,-88.436,88.436,-1.496,0.551,2.735
-1.5497,-83.749,83.749,-1.496,0.33,2.991
-1.4535,-80.326,80.326,-1.496,0.045,3.173
-1.3513,-78.434,78.434,-1.496,-0.279,3.269
-1.3629,-78.302,78.302,-1.496,-0.617,3.269
-1.9762,-93.122,93.122,-1.823,0.59,2.43
-1.8123,-88.533,88.533,-1.823,0.435,2.735
-1.6722,-84.846,84.846,-1.823,0.194,2.976
-1.5852,-82.435,82.435,-1.823,-0.111,3.131
-1.5497,-81.628,81.628,-1.823,-0.448,3.185
-1.5753,-82.613,82.613,-1.823,-0.785,3.131
-1.7032,-85.465,85.465,-1.823,-1.09,2.976
-1.078,-71.3,71.3,1.303,-1.245,3.793
-1.1279,-70.902,70.902,1.303,-1.565,3.884
-1.2189,-72.676,72.676,1.303,-1.897,3.853
-1.3477,-76.879,76.879,1.303,-2.196,3.705
-0.87796,-66.849,66.849,1.015,-1.007,3.864
-0.97967,-66.039,66.039,1.015,-1.312,4.019
-1.0585,-66.927,66.927,1.015,-1.649,4.073
-1.1927,-69.788,69.788,1.015,-1.986,4.019
-1.3537,-75.136,75.136,1.015,-2.291,3.864
-0.7533,-64.167,64.167,0.688,-0.871,3.879
-0.88051,-63.336,63.336,0.688,-1.156,4.061
-0.95815,-63.995,63.995,0.688,-1.48,4.157
-1.0752,-66.374,66.374,0.688,-1.818,4.157
-1.2515,-70.933,70.933,0.688,-2.142,4.061
-0.73919,-63.015,63.015,0.346,-0.871,3.879
-0.82183,-62.617,62.617,0.346,-1.156,4.061
-0.94745,-63.828,63.828,0.346,-1.48,4.157
-1.1278,-66.938,66.938,0.346,-1.818,4.157
-1.3438,-72.546,72.546,0.346,-2.142,4.061
-0.79559,-63.762,63.762,0.019,-1.007,3.864
-0.96626,-64.577,64.577,0.019,-1.312,4.019
-1.1069,-67.516,67.516,0.019,-1.649,4.073
-1.1918,-71.069,71.069,-0.269,-1.565,3.884
-2.1493,-100.83,100.83,3.025,-3.073,2.481
-2.0551,-96.839,96.839,3.025,-3.297,2.234
-2.064,-97.011,97.011,3.025,-3.417,1.924
-2.2348,-101.1,101.1,3.025,-3.417,1.59
-2.498,-109.25,109.25,3.025,-3.297,1.28
-1.8538,-91.485,91.485,2.737,-3.168,2.64
-1.7603,-88.064,88.064,2.737,-3.409,2.399
-1.7367,-87.475,87.475,2.737,-3.564,2.094
-1.8167,-89.565,89.565,2.737,-3.618,1.757
-1.9654,-94.341,94.341,2.737,-3.564,1.42
-2.2531,-102.16,102.16,2.737,-3.409,1.115
-2.6316,-113.41,113.41,2.737,-3.168,0.874
-1.6762,-88.765,88.765,2.41,-3.019,2.837
-1.5946,-84.567,84.567,2.41,-3.304,2.655
-1.5579,-82.498,82.498,2.41,-3.525,2.399
-1.5582,-82.392,82.392,2.41,-3.666,2.092
-1.6274,-84.154,84.154,2.41,-3.714,1.757
-1.7321,-87.939,87.939,2.41,-3.666,1.422
-1.9424,-93.881,93.881,2.41,-3.525,1.115
-2.1832,-102.35,102.35,2.41,-3.304,0.859
-1.4992,-81.054,81.054,2.068,-3.525,2.399
-1.4848,-80.841,80.841,2.068,-3.666,2.092
-1.5218,-82.127,82.127,2.068,-3.714,1.757
-1.6435,-85.116,85.116,2.068,-3.666,1.422
-1.7832,-89.904,89.904,2.068,-3.525,1.115
-1.9607,-96.752,96.752,2.068,-3.304,0.859
-1.5877,-85.83,85.83,1.741,-3.564,1.42
-4.5612,-178.66,178.66,2.728,-1.862,-0.656
-3.8184,-159.03,159.03,2.44,-2.129,-0.516
-4.0831,-165.74,165.74,2.44,-1.974,-0.821
-4.427,-175.27,175.27,2.44,-1.733,-1.062
-3.3319,-145.49,145.49,2.113,-2.231,-0.514
-3.5634,-151.85,151.85,2.113,-2.09,-0.821
-3.9474,-160.22,160.22,2.113,-1.869,-1.077
-4.2653,-170.57,170.57,2.113,-1.584,-1.259
-3.5044,-149.38,149.38,1.771,-1.869,-1.077
-3.8604,-159,159,1.771,-1.584,-1.259
-4.2977,-170.04,170.04,1.771,-1.26,-1.355
-7.3079,-266.36,266.36,1.982,2.226,-1.577
-7.1274,-261.06,261.06,1.982,2.411,-1.309
-7.163,-261.38,261.38,1.698,1.701,-1.748
-7.0756,-258.41,258.41,1.698,1.982,-1.567
-6.9135,-254.02,254.02,1.698,2.201,-1.315
-6.901,-250.58,250.58,1.46,1.376,-1.602
-6.8849,-250.17,250.17,1.46,1.682,-1.491
-6.7869,-247.53,247.53,1.46,1.93,-1.282
-6.6649,-242.97,242.97,1.46,2.093,-1.001
-4.1549,-176.12,176.12,2.776,3.279,1.196
-4.3589,-179.27,179.27,2.488,3.525,0.868
-3.9729,-169.16,169.16,2.488,3.471,1.205
-3.6142,-160.89,160.89,2.488,3.316,1.51
-3.3292,-154.49,154.49,2.488,3.075,1.751
-4.8209,-191.12,191.12,2.488,3.471,0.531
-4.1379,-171.57,171.57,2.161,3.621,0.868
-3.7824,-162.67,162.67,2.161,3.573,1.203
-3.4672,-155.29,155.29,2.161,3.432,1.51
-3.1912,-149.35,149.35,2.161,3.211,1.766
-2.9344,-144.75,144.75,2.161,2.926,1.948
-5.0183,-193.55,193.55,2.161,3.432,0.226
-4.5431,-181.92,181.92,2.161,3.573,0.533
-3.9576,-165.01,165.01,1.819,3.621,0.868
-3.5995,-156.98,156.98,1.819,3.573,1.203
-3.3109,-150.31,150.31,1.819,3.432,1.51
-3.0541,-144.94,144.94,1.819,3.211,1.766
-2.8347,-140.76,140.76,1.819,2.926,1.948
-5.2051,-196.4,196.4,1.819,3.211,-0.03
-4.7354,-184.81,184.81,1.819,3.432,0.226
-4.3183,-174.33,174.33,1.819,3.573,0.533
-3.79,-160.13,160.13,1.492,3.525,0.868
-3.4731,-152.66,152.66,1.492,3.471,1.205
-3.1929,-146.55,146.55,1.492,3.316,1.51
-2.9456,-141.84,141.84,1.492,3.075,1.751
-2.7236,-138.38,138.38,1.492,2.77,1.906
-5.0016,-189.53,189.53,1.492,3.075,-0.015
-4.6084,-178.79,178.79,1.492,3.316,0.226
-4.1576,-168.89,168.89,1.492,3.471,0.531
-3.7167,-157.25,157.25,1.204,3.34,0.868
-3.4216,-150.32,150.32,1.204,3.279,1.196
-3.1556,-145.01,145.01,1.204,3.103,1.479
-2.9225,-141.38,141.38,1.204,2.837,1.68
-4.8979,-184.54,184.54,1.204,2.837,0.056
-4.4946,-174.81,174.81,1.204,3.103,0.257
-4.0681,-165.54,165.54,1.204,3.279,0.54
-3.7135,-156.65,156.65,0.98,3.082,0.868
-2.1786,-114.73,114.73,2.291,0.993,3.102
-2.1931,-113.24,113.24,2.291,0.673,3.193
-2.2409,-114.19,114.19,2.291,0.341,3.162
-2.0598,-110.54,110.54,2.003,1.231,3.173
-2.0086,-107.44,107.44,2.003,0.926,3.328
-1.9737,-105.76,105.76,2.003,0.589,3.382
-1.9928,-105.81,105.81,2.003,0.252,3.328
-2.071,-112.18,112.18,1.676,1.588,2.932
-1.9936,-107.53,107.53,1.676,1.367,3.188
-1.8767,-103.71,103.71,1.676,1.082,3.37
-1.7845,-100.83,100.83,1.676,0.758,3.466
-1.6984,-98.919,98.919,1.676,0.42,3.466
-2.0385,-109.85,109.85,1.334,1.588,2.932
-1.9088,-104.77,104.77,1.334,1.367,3.188
-1.764,-100.47,100.47,1.334,1.082,3.37
-1.631,-96.95,96.95,1.334,0.758,3.466
-1.4859,-94.028,94.028,1.334,0.42,3.466
-1.986,-107.62,107.62,1.007,1.472,2.932
-1.8199,-101.97,101.97,1.007,1.231,3.173
-1.6181,-97.195,97.195,1.007,0.926,3.328
-1.4124,-93.089,93.089,1.007,0.589,3.382
-1.6518,-99.481,99.481,0.719,0.993,3.102
-1.4072,-94.301,94.301,0.719,0.673,3.193
-5.2501,-195.86,195.86,4.013,-1.462,1.916
-4.9258,-186.37,186.37,4.013,-1.796,1.916
-5.0028,-188.69,188.69,4.013,-1.963,1.627
-4.9848,-189.43,189.43,3.902,-1.304,2.191
-4.6492,-179.57,179.57,3.902,-1.629,2.278
-4.4186,-172.79,172.79,3.902,-1.954,2.191
-4.3716,-170.5,170.5,3.902,-2.193,1.952
-4.5394,-174.72,174.72,3.902,-2.28,1.627
-4.952,-186.03,186.03,3.902,-2.193,1.302
-4.6938,-182.07,182.07,3.724,-1.161,2.437
-4.3775,-173.5,173.5,3.724,-1.467,2.548
-4.1192,-166.05,166.05,3.724,-1.791,2.548
-3.9188,-159.77,159.77,3.724,-2.097,2.437
-3.7762,-155.5,155.5,3.724,-2.345,2.228
-3.8189,-154.58,154.58,3.724,-2.508,1.947
-4.0047,-158.72,158.72,3.724,-2.564,1.627
-4.3199,-168.13,168.13,3.724,-2.508,1.307
-4.7813,-181.77,181.77,3.724,-2.345,1.026
-4.526,-179.68,179.68,3.486,-0.861,2.513
-4.2326,-171.45,171.45,3.486,-1.142,2.694
-3.9884,-163.85,163.85,3.486,-1.462,2.788
-3.7453,-156.56,156.56,3.486,-1.796,2.788
-3.5536,-149.44,149.44,3.486,-2.116,2.694
-3.3621,-142.73,142.73,3.486,-2.397,2.513
-4.1617,-163.12,163.12,3.486,-2.616,0.993
-4.6546,-178.96,178.96,3.486,-2.397,0.741
-4.0456,-167.87,167.87,3.202,-0.861,2.739
-3.8229,-161.12,161.12,3.202,-1.15,2.891
-3.6133,-154.43,154.43,3.202,-1.466,2.969
-3.3881,-147.5,147.5,3.202,-1.792,2.969
-3.1725,-140.04,140.04,3.202,-2.108,2.891
-4.4212,-174.25,174.25,3.202,-2.397,0.515
-3.5608,-154.49,154.49,2.885,-0.994,2.945
-3.3314,-148.45,148.45,2.885,-1.304,3.053
-3.1054,-141.98,141.98,2.885,-1.629,3.089
-2.9234,-134.6,134.6,2.885,-1.954,3.053
-7.1957,-284.81,284.81,6.199,-0.05,-0.527
-7.1948,-283.46,283.46,6.161,0.117,-0.238
-6.9836,-278.68,278.68,6.161,-0.217,-0.238
-6.9877,-279.56,279.56,6.161,-0.384,-0.527
-7.2269,-285.59,285.59,6.161,-0.217,-0.816
-7.3846,-288.26,288.26,6.05,0.514,-0.202
-7.1225,-281.54,281.54,6.05,0.275,0.037
-6.9274,-276.35,276.35,6.05,-0.05,0.124
-6.7869,-273.45,273.45,6.05,-0.375,0.037
-6.7574,-272.93,272.93,6.05,-0.614,-0.202
-6.8513,-274.87,274.87,6.05,-0.701,-0.527
-6.9999,-279.28,279.28,6.05,-0.614,-0.852
-7.264,-285.67,285.67,6.05,-0.375,-1.091
-7.3164,-285.15,285.15,5.872,0.666,0.074
-7.0612,-279.19,279.19,5.872,0.418,0.283
-6.8886,-274.48,274.48,5.872,0.112,0.394
-6.7743,-271.2,271.2,5.872,-0.212,0.394
-6.6705,-269.22,269.22,5.872,-0.518,0.283
-6.6064,-268.56,268.56,5.872,-0.766,0.074
-6.6423,-269.03,269.03,5.872,-0.929,-0.207
-6.7296,-270.96,270.96,5.872,-0.985,-0.527
-6.8512,-274.32,274.32,5.872,-0.929,-0.847
-7.0169,-279.22,279.22,5.872,-0.766,-1.128
-7.2461,-285.13,285.13,5.872,-0.518,-1.337
-7.1734,-280.17,280.17,5.634,0.718,0.359
-6.9527,-274.97,274.97,5.634,0.437,0.54
-6.7972,-271.06,271.06,5.634,0.117,0.634
-6.6982,-268.37,268.37,5.634,-0.217,0.634
-6.6406,-266.68,266.68,5.634,-0.537,0.54
-6.5932,-265.77,265.77,5.634,-0.818,0.359
-6.5488,-265.52,265.52,5.634,-1.037,0.107
-6.5646,-266.25,266.25,5.634,-1.175,-0.197
-6.6276,-267.93,267.93,5.634,-1.223,-0.527
-6.7188,-270.96,270.96,5.634,-1.175,-0.857
-6.8594,-275.14,275.14,5.634,-1.037,-1.161
-7.0323,-280.56,280.56,5.634,-0.818,-1.413
-7.2109,-286.53,286.53,5.634,-0.537,-1.594
-7.0104,-274.9,274.9,5.35,0.718,0.585
-6.8665,-270.9,270.9,5.35,0.429,0.737
-6.7425,-268.07,268.07,5.35,0.113,0.815
-6.7195,-266.23,266.23,5.35,-0.213,0.815
-6.6949,-265.06,265.06,5.35,-0.529,0.737
-6.6234,-264.29,264.29,5.35,-0.818,0.585
-6.5793,-263.77,263.77,5.35,-1.062,0.369
-6.5774,-263.67,263.67,5.35,-1.247,0.101
-6.5438,-264.3,264.3,5.35,-1.362,-0.204
-6.5702,-265.78,265.78,5.35,-1.401,-0.527
-6.6622,-268.28,268.28,5.35,-1.362,-0.85
-6.7527,-271.87,271.87,5.35,-1.247,-1.155
-6.9001,-276.59,276.59,5.35,-1.062,-1.423
-7.0872,-282.12,282.12,5.35,-0.818,-1.639
-6.7421,-264.61,264.61,5.033,-0.375,0.899
-6.6785,-263.24,263.24,5.033,-1.193,0.385
-6.6143,-262.81,262.81,5.033,-1.368,0.108
-6.5853,-263.12,263.12,5.033,-1.476,-0.202
-6.5839,-264.34,264.34,5.033,-1.512,-0.527
-6.6283,-266.51,266.51,5.033,-1.476,-0.852
-6.7351,-269.88,269.88,5.033,-1.368,-1.162
-6.8721,-274.52,274.52,5.033,-1.193,-1.439
-7.045,-280.02,280.02,5.033,-0.962,-1.67
-6.6431,-263.03,263.03,4.699,-1.541,-0.365
-6.6269,-264.37,264.37,4.699,-1.541,-0.689
-6.7053,-266.98,266.98,4.699,-1.471,-1.006
-6.7931,-270.84,270.84,4.699,-1.335,-1.3
-6.9444,-275.85,275.85,4.699,-1.139,-1.559
-6.7332,-263.3,263.3,4.365,-1.512,-0.527
-6.7298,-264.97,264.97,4.365,-1.476,-0.852
-6.7716,-268.19,268.19,4.365,-1.368,-1.162
-6.9112,-272.98,272.98,4.365,-1.193,-1.439
-7.4982,-295.61,295.61,4.829,-0.088,-3.041
-7.5681,-297.76,297.76,4.829,0.075,-3.322
-7.7431,-301.93,301.93,4.829,0.323,-3.531
-7.272,-289.68,289.68,4.591,-0.334,-3.051
-7.2898,-290.25,290.25,4.591,-0.196,-3.355
-7.3772,-292.68,292.68,4.591,0.023,-3.607
-7.5418,-296.84,296.84,4.591,0.304,-3.788
-7.7794,-302.92,302.92,4.591,0.624,-3.882
-7.0964,-284.53,284.53,4.307,-0.521,-3.044
-7.0704,-284.36,284.36,4.307,-0.406,-3.349
-7.0972,-285.6,285.6,4.307,-0.221,-3.617
-7.1838,-288.21,288.21,4.307,0.023,-3.833
-7.3305,-292.18,292.18,4.307,0.312,-3.985
-7.5354,-297.65,297.65,4.307,0.628,-4.063
-7.8579,-304.76,304.76,4.307,0.954,-4.063
-8.1772,-313.56,313.56,4.307,1.27,-3.985
-7.0048,-281.39,281.39,3.99,-0.671,-2.721
-6.9252,-279.97,279.97,3.99,-0.635,-3.046
-6.8939,-279.67,279.67,3.99,-0.527,-3.356
-6.9059,-280.63,280.63,3.99,-0.352,-3.633
-6.9762,-282.63,282.63,3.99,-0.121,-3.864
-7.0677,-285.71,285.71,3.99,0.156,-4.039
-7.2236,-290.18,290.18,3.99,0.466,-4.147
-7.4786,-296.03,296.03,3.99,0.791,-4.183
-7.7774,-303.28,303.28,3.99,1.116,-4.147
-6.8259,-276.6,276.6,3.656,-0.7,-2.883
-6.782,-276.06,276.06,3.656,-0.63,-3.2
-6.7694,-276.4,276.4,3.656,-0.494,-3.494
-6.7994,-277.59,277.59,3.656,-0.298,-3.753
-6.8794,-279.81,279.81,3.656,-0.051,-3.963
-6.997,-283.2,283.2,3.656,0.236,-4.114
-7.151,-287.54,287.54,3.656,0.548,-4.201
-7.3871,-293.13,293.13,3.656,0.872,-4.219
-7.6647,-300.22,300.22,3.656,1.192,-4.166
-7.9956,-308.76,308.76,3.656,1.494,-4.046
-6.7503,-273.85,273.85,3.322,-0.671,-2.721
-6.7023,-273.23,273.23,3.322,-0.635,-3.046
-6.6704,-273.35,273.35,3.322,-0.527,-3.356
-6.7095,-274.43,274.43,3.322,-0.352,-3.633
-6.7431,-276.31,276.31,3.322,-0.121,-3.864
-6.8579,-279.06,279.06,3.322,0.156,-4.039
-7.0137,-282.97,282.97,3.322,0.466,-4.147
-7.2056,-288,288,3.322,0.791,-4.183
-7.4324,-294.14,294.14,3.322,1.116,-4.147
-7.7482,-301.65,301.65,3.322,1.426,-4.039
-6.6937,-271.74,271.74,3.005,-0.56,-2.721
-6.6615,-271.48,271.48,3.005,-0.521,-3.044
-6.6421,-271.87,271.87,3.005,-0.406,-3.349
-6.6839,-273.15,273.15,3.005,-0.221,-3.617
-6.7364,-275.33,275.33,3.005,0.023,-3.833
-6.8649,-278.41,278.41,3.005,0.312,-3.985
-7.0204,-282.51,282.51,3.005,0.628,-4.063
-7.2151,-287.71,287.71,3.005,0.954,-4.063
-7.5031,-294.01,294.01,3.005,1.27,-3.985
-7.7701,-301.28,301.28,3.005,1.559,-3.833
-6.7392,-271.1,271.1,2.721,-0.382,-2.721
-6.6905,-271.03,271.03,2.721,-0.334,-3.051
-6.6761,-271.78,271.78,2.721,-0.196,-3.355
-6.734,-273.64,273.64,2.721,0.023,-3.607
-6.8338,-276.48,276.48,2.721,0.304,-3.788
-6.9823,-280.43,280.43,2.721,0.624,-3.882
-7.1655,-285.48,285.48,2.721,0.958,-3.882
-7.4302,-291.49,291.49,2.721,1.278,-3.788
-7.7021,-298.03,298.03,2.721,1.559,-3.607
-8.0099,-304.02,304.02,2.721,1.778,-3.355
-6.8463,-272.17,272.17,2.483,-0.144,-2.721
-6.7499,-271.92,271.92,2.483,-0.088,-3.041
-6.7829,-273.11,273.11,2.483,0.075,-3.322
-6.8548,-275.48,275.48,2.483,0.323,-3.531
-6.9906,-279.16,279.16,2.483,0.629,-3.642
-7.1761,-283.88,283.88,2.483,0.953,-3.642
-7.4046,-289.34,289.34,2.483,1.259,-3.531
-7.686,-294.8,294.8,2.483,1.507,-3.322
-7.9296,-298.98,298.98,2.483,1.67,-3.041
-6.9554,-274.9,274.9,2.305,0.14,-2.721
-6.9206,-274.63,274.63,2.305,0.227,-3.046
-7.0071,-276.84,276.84,2.305,0.466,-3.285
-7.136,-280.97,280.97,2.305,0.791,-3.372
-7.3646,-286.28,286.28,2.305,1.116,-3.285
-7.6387,-291.42,291.42,2.305,1.355,-3.046
-7.153,-279.51,279.51,2.194,0.624,-3.01
-7.3679,-284.44,284.44,2.194,0.958,-3.01
-7.1285,-295.38,295.38,5.391,3.904,-4.092
-6.9704,-291.79,291.79,5.391,4.224,-3.998
-6.8721,-290.44,290.44,5.391,4.505,-3.817
-6.8593,-291.34,291.34,5.391,4.724,-3.565
-7.673,-305.61,305.61,5.107,3.258,-4.195
-7.3911,-298.61,298.61,5.107,3.574,-4.273
-7.1413,-293.32,293.32,5.107,3.9,-4.273
-6.9689,-289.76,289.76,5.107,4.216,-4.195
-6.878,-287.86,287.86,5.107,4.505,-4.043
-6.8398,-287.59,287.59,5.107,4.749,-3.827
-6.8799,-289.12,289.12,5.107,4.934,-3.559
-6.978,-292.75,292.75,5.107,5.049,-3.254
-7.1573,-294.9,294.9,4.79,5.199,-2.931
-8.2285,-316.52,316.52,4.79,2.825,-4.074
-7.7563,-307.52,307.52,4.79,3.102,-4.249
-7.4645,-300.02,300.02,4.79,3.412,-4.357
-7.2439,-294.17,294.17,4.79,3.737,-4.393
-7.0226,-289.74,289.74,4.79,4.062,-4.357
-6.8741,-286.79,286.79,4.79,4.372,-4.249
-6.803,-285.43,285.43,4.79,4.649,-4.074
-6.8138,-285.4,285.4,4.79,4.88,-3.843
-6.8574,-286.77,286.77,4.79,5.055,-3.566
-6.9761,-289.91,289.91,4.79,5.163,-3.256
-7.0595,-291.37,291.37,4.456,5.237,-2.931
-8.0421,-313.12,313.12,4.456,2.895,-4.173
-7.5673,-304.53,304.53,4.456,3.182,-4.324
-7.3423,-297.44,297.44,4.456,3.494,-4.411
-7.1408,-291.92,291.92,4.456,3.818,-4.429
-6.9628,-287.99,287.99,4.456,4.138,-4.376
-6.8452,-285.3,285.3,4.456,4.44,-4.256
-6.7805,-283.97,283.97,4.456,4.708,-4.074
-6.7731,-283.84,283.84,4.456,4.931,-3.839
-6.8178,-285.04,285.04,4.456,5.098,-3.561
-6.8804,-287.5,287.5,4.456,5.202,-3.253
-6.9812,-288.86,288.86,4.122,5.199,-2.931
-7.1734,-292.95,292.95,4.122,5.163,-2.606
-7.3657,-297.86,297.86,4.122,5.055,-2.296
-7.7763,-306.85,306.85,4.122,3.102,-4.249
-7.4328,-298.99,298.99,4.122,3.412,-4.357
-7.1708,-292.97,292.97,4.122,3.737,-4.393
-6.9756,-288.4,288.4,4.122,4.062,-4.357
-6.846,-285.28,285.28,4.122,4.372,-4.249
-6.7717,-283.62,283.62,4.122,4.649,-4.074
-6.7643,-283.12,283.12,4.122,4.88,-3.843
-6.7678,-283.75,283.75,4.122,5.055,-3.566
-6.8495,-285.71,285.71,4.122,5.163,-3.256
-6.9589,-287.51,287.51,3.805,5.088,-2.931
-7.1167,-290.87,290.87,3.805,5.049,-2.608
-7.2663,-294.84,294.84,3.805,4.934,-2.303
-7.4069,-298.99,298.99,3.805,4.749,-2.035
-7.6566,-303.56,303.56,3.805,3.258,-4.195
-7.3246,-296.25,296.25,3.805,3.574,-4.273
-7.0981,-290.77,290.77,3.805,3.9,-4.273
-6.8728,-286.93,286.93,3.805,4.216,-4.195
-6.8176,-284.55,284.55,3.805,4.505,-4.043
-6.7758,-283.45,283.45,3.805,4.749,-3.827
-6.7932,-283.62,283.62,3.805,4.934,-3.559
-6.8622,-285.04,285.04,3.805,5.049,-3.254
-6.9613,-287.4,287.4,3.521,4.91,-2.931
-7.1044,-290.51,290.51,3.521,4.862,-2.601
-7.2694,-294.22,294.22,3.521,4.724,-2.297
-7.4537,-298.35,298.35,3.521,4.505,-2.045
-7.7657,-305.53,305.53,3.521,3.25,-3.998
-7.4219,-297.53,297.53,3.521,3.57,-4.092
-7.1759,-291.62,291.62,3.521,3.904,-4.092
-6.9707,-287.65,287.65,3.521,4.224,-3.998
-6.8604,-285.41,285.41,3.521,4.505,-3.817
-6.827,-284.66,284.66,3.521,4.724,-3.565
-6.8706,-285.46,285.46,3.521,4.862,-3.261
-7.0344,-288.7,288.7,3.283,4.672,-2.931
-7.1578,-291.51,291.51,3.283,4.616,-2.611
-7.3387,-295.36,295.36,3.283,4.453,-2.33
-7.5437,-299.79,299.79,3.283,4.205,-2.121
-7.8434,-307.13,307.13,3.283,3.269,-3.741
-7.5119,-299.02,299.02,3.283,3.575,-3.852
-7.2401,-293,293,3.283,3.899,-3.852
-7.0489,-289.08,289.08,3.283,4.205,-3.741
-6.9357,-287.26,287.26,3.283,4.453,-3.532
-6.9554,-287.14,287.14,3.283,4.616,-3.251
-7.1839,-291.47,291.47,3.105,4.388,-2.931
-7.3081,-294.72,294.72,3.105,4.301,-2.606
-7.555,-299.69,299.69,3.105,4.062,-2.367
-7.8856,-305.71,305.71,3.105,3.737,-2.28
-7.7845,-305.28,305.28,3.105,3.412,-3.495
-7.4332,-297.55,297.55,3.105,3.737,-3.582
-7.1976,-292.5,292.5,3.105,4.062,-3.495
-7.1185,-290.56,290.56,3.105,4.301,-3.256
-7.3926,-295.72,295.72,2.994,4.071,-2.931
-7.6026,-300.3,300.3,2.994,3.904,-2.642
-7.9371,-306.84,306.84,2.994,3.57,-2.642
-8.0112,-309.11,309.11,2.994,3.403,-2.931
-7.7392,-303.32,303.32,2.994,3.57,-3.22
-7.4085,-296.69,296.69,2.994,3.904,-3.22
-7.6631,-301.53,301.53,2.956,3.737,-2.931
-6.7875,-275.02,275.02,5.532,2.234,0.205
-6.5988,-270.67,270.67,5.248,2.564,0.386
-6.583,-268.55,268.55,5.248,2.238,0.386
-6.4318,-266.2,266.2,4.931,2.726,0.47
-6.4332,-267.48,267.48,4.597,3.104,0.369
-6.5145,-268.09,268.09,4.263,3.313,0.187
-6.7815,-276.39,276.39,3.946,3.598,-0.328
-4.8056,-196.09,196.09,4.426,1.421,1.625
-4.5653,-190.95,190.95,4.285,1.814,1.656
-4.3192,-182.29,182.29,4.285,1.576,1.894
-4.3037,-180.45,180.45,4.285,1.252,1.981
-4.5227,-186.12,186.12,4.285,0.928,1.894
-4.372,-186.55,186.55,4.061,2.098,1.66
-4.0657,-176.14,176.14,4.061,1.922,1.943
-3.8674,-169.76,169.76,4.061,1.656,2.144
-3.7914,-167.74,167.74,4.061,1.336,2.235
-3.9276,-170.42,170.42,4.061,1.004,2.204
-4.2303,-178.12,178.12,4.061,0.705,2.056
-3.7918,-169.96,169.96,3.773,2.135,1.974
-3.592,-162.49,162.49,3.773,1.894,2.215
-3.4183,-158.3,158.3,3.773,1.589,2.37
-3.4065,-157.62,157.62,3.773,1.252,2.424
-3.5757,-160.87,160.87,3.773,0.915,2.37
-3.2741,-156.27,156.27,3.446,2.03,2.23
-3.1268,-151.33,151.33,3.446,1.745,2.412
